,val_loss,val_acc,loss,acc
0,1.1038289276353777,0.5369567275047302,1.260238623808776,0.43871429562568665
1,1.0074054785368243,0.5822142362594604,1.072241878814233,0.5531442761421204
2,0.9683796747852433,0.5975468158721924,1.0070393707065854,0.5829610824584961
3,0.9454021033908444,0.6090726256370544,0.9740946139465861,0.5998784303665161
4,0.9353747632131146,0.6143597364425659,0.9548152495091012,0.6077820062637329
5,0.9251903641409207,0.6200698018074036,0.9443854744238169,0.6126985549926758
6,0.9222549260626941,0.6214444041252136,0.9352654333310748,0.6188575625419617
7,0.9171476116691695,0.6178492307662964,0.9275244823190588,0.6217651963233948
8,0.9119440765086901,0.6210214495658875,0.9207168824940983,0.624223530292511
9,0.9120176566369415,0.6259913444519043,0.9143194927152327,0.6269461512565613
10,0.9083047670983759,0.624722421169281,0.9091529441290725,0.628690779209137
11,0.9051804654288396,0.6248281598091125,0.9076798687981739,0.6299331188201904
12,0.9082152794881516,0.6249338984489441,0.9043030235016836,0.6306996941566467
13,0.9049103478113742,0.6281061768531799,0.8974038694692085,0.6343739032745361
14,0.9026426404818579,0.6229248046875,0.8946573413454132,0.6360391974449158
15,0.9042868040335837,0.6223961114883423,0.8936417295125395,0.637149453163147
16,0.900676581097466,0.6276832222938538,0.8904431657750678,0.6360391974449158
17,0.9003626542425665,0.6276832222938538,0.8866989624821372,0.6374402046203613
18,0.8999884573730339,0.6285291314125061,0.8870038350313939,0.6400306820869446
19,0.9012760959405709,0.6281061768531799,0.8829543704205856,0.6421717405319214
